,Unnamed: 0,tweet_case_norm_labelling,score,sentiment,sentiment_score,tweet,date,username,tweet_text_prepocessing_stem,tweet_text_prepocessing_nostem,tweet_case_norm,sentiment_predict
111,1557,berapa harga mola tv,3,positive,1,Berapa Harga Mola TV? @IndiHome,2023-01-12 23:19:39+00:00,DesouzaCeban,harga tv,harga tv,berapa harga mola tv,1
112,856,kemarin mau nonton di viu terhalang harus ada aplikasi di ponsel giliran sudah ada eh apk di smart tvnya force close mana langganan bulan demi nonton di tv hhh p perbaiki update aplikasi viunya terima kasih lt,1,positive,1,"Kemarin mau nonton di viu terhalang harus ada app di ponsel. Giliran udah ada, eh apk di smart tv-nya force close. Mana langganan 1 bulan demi nonton di TV, hhh.

P @IndiHome, perbaiki update aplikasi Viu-nya, thx. &lt;3",2022-01-04 00:12:41+00:00,torayuuji,kemarin nonton viu halang aplikasi ponsel gilir apk smart tvnya force close langgan nonton tv hhh baik update aplikasi viunya terima kasih lt,kemarin nonton viu terhalang aplikasi ponsel giliran apk smart tvnya force close langganan nonton tv hhh perbaiki update aplikasi viunya terima kasih lt,kemarin mau nonton di viu terhalang harus ada aplikasi di ponsel giliran sudah ada eh apk di smart tvnya force close mana langganan bulan demi nonton di tv hhh p perbaiki update aplikasi viunya terima kasih lt,0
113,543,pemasangan telepon untuk kantor bagaimana daftara admin,0,positive,1,Pemasangan telepon untuk kantor gmana daftar'a min ? @IndiHome @IndiHomeCare,2023-05-21 19:28:10+00:00,oedien13,pasang telepon kantor daftara admin,pemasangan telepon kantor daftara admin,pemasangan telepon untuk kantor bagaimana daftara admin,1
114,155,gratis,4,positive,1,@SMGindihome @IndiHome @IndiHomeCare Gratis 👀,2023-06-13 13:52:27+00:00,Maura_arica,gratis,gratis,gratis,1
115,1812,kecewa se kecewa² nya asli sama sinyal ampas busuk banget mbps serasa seperti jaman h+ dong kebanyakan pasang tiang kah sampai menyamping kan kualitas internet para pelanggan banyak doang sinyal makin ampas asli,10,positive,1,"Kecewa se kecewa² nya asli sama @Telkomsel @TelkomCare @IndiHome @IndiHomeCare 
Sinyal ampas busuk bgt, 40mbps serasa kek jaman h+ dong.... 
Kebanyakan pasang tiang kah? Sampai menyamping kan kualitas internet para pelanggan? 
Banyak doang, sinyal makin ampas asli",2023-05-20 02:50:54+00:00,Arya7Uchiha,kecewa kecewa asli sinyal ampas busuk banget mbps serasa jaman h banyak pasang tiang kah samping kualitas internet langgan doang sinyal ampas asli,kecewa kecewa² asli sinyal ampas busuk banget mbps serasa jaman h+ kebanyakan pasang tiang kah menyamping kualitas internet pelanggan doang sinyal ampas asli,kecewa se kecewa² nya asli sama sinyal ampas busuk banget mbps serasa seperti jaman h+ dong kebanyakan pasang tiang kah sampai menyamping kan kualitas internet para pelanggan banyak doang sinyal makin ampas asli,1
116,503,selamat pagi admin mau lapor sudah hari telepon rumah saya diisolir lusa lalu saya sudah telepon cs tapi sampai sekarang masih belum bisa,9,positive,1,"Selamat pagi admin @IndiHome @IndiHomeCare , mau lapor sudah 3 hari telepon rumah saya diisolir. Lusa lalu saya sudah tlp CS tp sampai skg masih belum bisa",2022-02-23 01:46:00+00:00,dxra19,selamat pagi admin lapor telepon rumah isolir lusa telepon cs,selamat pagi admin lapor telepon rumah diisolir lusa telepon cs,selamat pagi admin mau lapor sudah hari telepon rumah saya diisolir lusa lalu saya sudah telepon cs tapi sampai sekarang masih belum bisa,1
117,920,selamat siang mau bertanya kalau cara mengaktifkan kembali tv berlangganan bagaimana iya terima kasih,15,positive,1,"Selamat siang, mau nanya kl cara mengaktifkan kembali tv berlangganan gmn ya?? Terima kasih @IndiHome @IndiHomeCare",2023-05-22 05:08:35+00:00,akunamjoon_twt,selamat siang aktif tv langgan terima kasih,selamat siang mengaktifkan tv berlangganan terima kasih,selamat siang mau bertanya kalau cara mengaktifkan kembali tv berlangganan bagaimana iya terima kasih,1
118,289,indihome kenapa ea,0,positive,1,Indihome knpa ea @IndiHomeCare @IndiHome,2023-06-11 05:41:03+00:00,eeddaaan,indihome ea,indihome ea,indihome kenapa ea,1
119,108,ganti paswird,0,positive,1,@IndiHomeCare @IndiHome Ganti paswird,2023-06-14 01:41:34+00:00,HardiSabubu,ganti paswird,ganti paswird,ganti paswird,1
120,1286,menghubungi karena ada masalah dalam saluran tv dalam tempo menit sudah ada solusinya tv nyala kembali terimakasih,8,positive,1,"Menghubungi @IndiHome krn ada problem dlm saluran TV. Dalam tempo 10 menit sudah ada solusinya. TV nyala kembali. Terimakasih
#pastiberes",2023-01-14 10:27:07+00:00,DidinAb74543198,hubung salur tv tempo menit solusi tv nyala terimakasih,menghubungi saluran tv tempo menit solusinya tv nyala terimakasih,menghubungi karena ada masalah dalam saluran tv dalam tempo menit sudah ada solusinya tv nyala kembali terimakasih,0
121,1258,halo kalau mau mutus langganan tv cable tapi tetap berlangganan wifinya bisa bagaimana iya caranya plasa telekomunikasi soalnya jauh dari rumah,8,positive,1,"hallo @IndiHome , kalo mau mutus langganan tv cable tapi tetap berlangganan wifinya bisa? bagaimana ya caranya? plasa telkom soalnya jauh dari rumah.",2023-01-30 05:20:22+00:00,rizkabukanriska,halo mutus langgan tv cable langgan wifinya plasa telekomunikasi rumah,halo mutus langganan tv cable berlangganan wifinya plasa telekomunikasi rumah,halo kalau mau mutus langganan tv cable tapi tetap berlangganan wifinya bisa bagaimana iya caranya plasa telekomunikasi soalnya jauh dari rumah,1
122,1760,thank you bali gangguan sudah dikembali normal dan saya puas sekali kurang dari jam sudah teratasi,1,positive,1,"Thank you @indihome bali gangguan sudah dikembali normal  dan saya puas sekali, kurang dari 24jam sudah teratasi👍🏻👍🏻👍🏻😊",2023-05-08 18:22:24+00:00,mutiaernanda,thank you bal ganggu kembali normal puas jam atas,thank you bali gangguan dikembali normal puas jam teratasi,thank you bali gangguan sudah dikembali normal dan saya puas sekali kurang dari jam sudah teratasi,1
123,1301,layanan tv kabel mati mati terus tolong dong kualitasnya diperbaiki,2,positive,1,Layanan tv kabel @IndiHome putus putus terus. Tolong dong kualitasnya diperbaiki!!,2023-01-06 00:43:03+00:00,savebythegod,layan tv kabel mati mati tolong kualitas baik,layanan tv kabel mati mati tolong kualitasnya diperbaiki,layanan tv kabel mati mati terus tolong dong kualitasnya diperbaiki,0
124,1700,layanan pelanggan indihome sangat responsif dan membantu terima kasih,8,positive,1,Layanan pelanggan IndiHome sangat responsif dan membantu. Terima kasih!,2023-06-25 09:20:15+00:00,Info_Demokrasi,layan langgan indihome responsif bantu terima kasih,layanan pelanggan indihome responsif membantu terima kasih,layanan pelanggan indihome sangat responsif dan membantu terima kasih,1
125,856,kemarin mau nonton di viu terhalang harus ada aplikasi di ponsel giliran sudah ada eh apk di smart tvnya force close mana langganan bulan demi nonton di tv hhh p perbaiki update aplikasi viunya terima kasih lt,1,positive,1,"Kemarin mau nonton di viu terhalang harus ada app di ponsel. Giliran udah ada, eh apk di smart tv-nya force close. Mana langganan 1 bulan demi nonton di TV, hhh.

P @IndiHome, perbaiki update aplikasi Viu-nya, thx. &lt;3",2022-01-04 00:12:41+00:00,torayuuji,kemarin nonton viu halang aplikasi ponsel gilir apk smart tvnya force close langgan nonton tv hhh baik update aplikasi viunya terima kasih lt,kemarin nonton viu terhalang aplikasi ponsel giliran apk smart tvnya force close langganan nonton tv hhh perbaiki update aplikasi viunya terima kasih lt,kemarin mau nonton di viu terhalang harus ada aplikasi di ponsel giliran sudah ada eh apk di smart tvnya force close mana langganan bulan demi nonton di tv hhh p perbaiki update aplikasi viunya terima kasih lt,0
126,664,siang kak mau tanya set box tv indihome apa bisa dibuat tv,1,positive,1,Siang kak mau tanya set box tv indihome apa bisa dibuat  2 tv ? @IndiHomeCare @IndiHome @UseeTVcom,2022-12-22 07:00:34+00:00,Herman08470534,siang set box tv indihome tv,siang set box tv indihome tv,siang kak mau tanya set box tv indihome apa bisa dibuat tv,1
127,819,jadi hari ini terakhir bisa nonton trans trans tv sama cnn di iya lamalama habis saluran tv lokalnya hahahaha,2,positive,1,"Jadi hari ini terakhir bisa nonton trans7, trans TV sama CNN di @IndiHome ya? Lama-lama abis saluran TV lokalnya hahahaha",2022-02-28 05:25:02+00:00,wira_triasmara,nonton trans trans tv cnn lamalama habis salur tv lokal hahahaha,nonton trans trans tv cnn lamalama habis saluran tv lokalnya hahahaha,jadi hari ini terakhir bisa nonton trans trans tv sama cnn di iya lamalama habis saluran tv lokalnya hahahaha,1
128,1442,ayo dong mas cepat dateng kerumah saya mau mau ngopi tauu ibu sama abang saya kan kasihan tidak bisa nonton tv elah,7,positive,1,ayo dong mas cpt dateng kerumah @IndiHome gw mau mau ngopi tauu nyokap sama abang gw kan kesian ga bisa nntn tv elah,2023-05-29 04:49:27+00:00,yeayitsmepitii,ayo mas cepat dateng rumah ngopi tauu abang kasihan nonton tv elah,ayo mas cepat dateng kerumah ngopi tauu abang kasihan nonton tv elah,ayo dong mas cepat dateng kerumah saya mau mau ngopi tauu ibu sama abang saya kan kasihan tidak bisa nonton tv elah,0
129,1418,tolong ini saya mau upgrade layanan tolong bantu proses karena saya mau paket yang ada tv nyaini tidak pelanggan saya,0,positive,1,"Tolong @IndiHome ini saya mau Upgrade layanan, tolong bantu proses karena saya mau Paket yg ada TV nya...ini no Pelanggan saya :
121219208993",2023-01-11 14:48:13+00:00,ghesang,tolong upgrade layan tolong bantu proses paket tv nyaini langgan,tolong upgrade layanan tolong bantu proses paket tv nyaini pelanggan,tolong ini saya mau upgrade layanan tolong bantu proses karena saya mau paket yang ada tv nyaini tidak pelanggan saya,0
130,1061,minangka bagaimana cara saya berhenti langganan tv di,1,positive,1,Minangka @IndiHomeCare Bagaimana cara saya berhenti langganan  tv di @IndiHome,2023-04-14 05:42:12+00:00,sigitmsetiawan,minangka henti langgan tv,minangka berhenti langganan tv,minangka bagaimana cara saya berhenti langganan tv di,1
131,976,buat indihome ditunggu kompensasi nya dulu pas euro kemarin mola tv gangguan terus kasih kompensasi bulan gratis nonton semua channel cuman ngingetin saja,4,positive,1,Buat Indihome ditunggu kompensasi nya. Dulu pas euro kemarin mola tv gangguan terus kasih kompensasi 3 bulan gratis nonton semua channel. Cuman ngingetin aja @IndiHomeCare @IndiHome,2023-01-19 13:49:00+00:00,LFCindonesia97,indihome tunggu kompensasi pas euro kemarin tv ganggu kasih kompensasi gratis nonton channel cuman ngingetin,indihome ditunggu kompensasi pas euro kemarin tv gangguan kasih kompensasi gratis nonton channel cuman ngingetin,buat indihome ditunggu kompensasi nya dulu pas euro kemarin mola tv gangguan terus kasih kompensasi bulan gratis nonton semua channel cuman ngingetin saja,0
132,1354,hai admin jadi aku udah langganan tv kabel indiehome terus ada aplikasi vidio premier itu apakah sudah include biaya langganan tv kabel atau ada tambahan biaya kalau nonton film khusus vidio premier,12,positive,1,"Hai min, jd aku udh langganan tv kabel indiehome terus ada aplikasi vidio premier itu apakah sudah include biaya langganan tv kabel atau ada tambahan biaya kalau nntn film khusus vidio premier? @IndiHome",2023-02-10 13:19:38+00:00,huggermugger__,hai admin udah langgan tv kabel indiehome aplikasi vidio premier include biaya langgan tv kabel tambah biaya nonton film khusus vidio premier,hai admin udah langganan tv kabel indiehome aplikasi vidio premier include biaya langganan tv kabel tambahan biaya nonton film khusus vidio premier,hai admin jadi aku udah langganan tv kabel indiehome terus ada aplikasi vidio premier itu apakah sudah include biaya langganan tv kabel atau ada tambahan biaya kalau nonton film khusus vidio premier,1
133,1664,layanan teknis dari indihome selalu siap membantu dalam mengatasi masalah internet terima kasih,3,positive,1,Layanan teknis dari IndiHome selalu siap membantu dalam mengatasi masalah internet. Terima kasih!,2023-02-23 06:40:47+00:00,ocupiakwjz,layan teknis indihome bantu atas internet terima kasih,layanan teknis indihome membantu mengatasi internet terima kasih,layanan teknis dari indihome selalu siap membantu dalam mengatasi masalah internet terima kasih,1
134,1571,admin cara aktifin tv di indihome bagaimana iya,0,positive,1,Min @IndiHome cara aktifin  tv di Indihome gimana ya?,2023-01-10 22:34:13+00:00,Ekaekar,admin aktifin tv indihome,admin aktifin tv indihome,admin cara aktifin tv di indihome bagaimana iya,0
135,1214,seru ihhh ada indihome tv di rumah,0,positive,1,Seru ihhh ada IndiHome TV di rumah @IndiHomeCare  @IndiHome,2023-03-04 17:13:09+00:00,MohOih,seru ihhh indihome tv rumah,seru ihhh indihome tv rumah,seru ihhh ada indihome tv di rumah,1
136,819,jadi hari ini terakhir bisa nonton trans trans tv sama cnn di iya lamalama habis saluran tv lokalnya hahahaha,2,positive,1,"Jadi hari ini terakhir bisa nonton trans7, trans TV sama CNN di @IndiHome ya? Lama-lama abis saluran TV lokalnya hahahaha",2022-02-28 05:25:02+00:00,wira_triasmara,nonton trans trans tv cnn lamalama habis salur tv lokal hahahaha,nonton trans trans tv cnn lamalama habis saluran tv lokalnya hahahaha,jadi hari ini terakhir bisa nonton trans trans tv sama cnn di iya lamalama habis saluran tv lokalnya hahahaha,1
137,876,hai tv service kalau gangguan code bagaimana iya internet lancar walau agak lambat sudah coba matiin stb berulang kali tapi masih tidak bisa tlg dibantu yaa terima kasih,0,positive,1,"Hi @IndiHome @IndiHomeCare tv service kl error code 1302 bgmn ya? Internet lancar walau agak lemot.

Sudah coba matiin STB berulang kali tp masih ngga bisa. Tlg dibantu yaa. Tks.",2023-02-15 10:16:05+00:00,petitegeeky,hai tv service ganggu code internet lancar lambat coba matiin stb ulang kali tlg bantu terima kasih,hai tv service gangguan code internet lancar lambat coba matiin stb berulang kali tlg dibantu terima kasih,hai tv service kalau gangguan code bagaimana iya internet lancar walau agak lambat sudah coba matiin stb berulang kali tapi masih tidak bisa tlg dibantu yaa terima kasih,1
138,1405,halo pada bulan oktober saya berhenti langganan usee tv wifi only sudah lapor ke plasa telekomunikasi dan mengikuti prosedur namun pada bulan november tagihan masih tetap mohon dibantu,2,positive,1,"Halo @IndiHome pd bulan oktober saya berhenti langganan usee tv (wifi only) sudah lapor ke plasa telkom dan mengikuti prosedur, namun pd bulan november tagihan masih tetap. Mohon dibantu.",2023-01-18 04:15:07+00:00,alifahRP,halo oktober henti langgan usee tv wifi only lapor plasa telekomunikasi ikut prosedur november tagih mohon bantu,halo oktober berhenti langganan usee tv wifi only lapor plasa telekomunikasi mengikuti prosedur november tagihan mohon dibantu,halo pada bulan oktober saya berhenti langganan usee tv wifi only sudah lapor ke plasa telekomunikasi dan mengikuti prosedur namun pada bulan november tagihan masih tetap mohon dibantu,1
139,1699,indihome menyediakan paket internet dengan harga yang kompetitif terbaik,9,positive,1,IndiHome menyediakan paket internet dengan harga yang kompetitif. Terbaik!,2023-06-03 22:05:23+00:00,hello_matcha_,indihome sedia paket internet harga kompetitif baik,indihome menyediakan paket internet harga kompetitif terbaik,indihome menyediakan paket internet dengan harga yang kompetitif terbaik,1
140,872,tolong bantu internet dan tv saya bermasalah terima kasih sebelumnya,0,positive,1,"Tolong bantu internet dan tv saya bermasalah, terima kasih sebelumnya @IndiHomeCare @IndiHome",2023-02-22 05:05:29+00:00,lukmanAW,tolong bantu internet tv masalah terima kasih,tolong bantu internet tv bermasalah terima kasih,tolong bantu internet dan tv saya bermasalah terima kasih sebelumnya,1
141,368,indihome kenapa lagiiiiii,0,positive,1,INDIHOME KNP LAGIIIIII @IndiHome,2023-06-09 14:46:42+00:00,CATSGI0,indihome lagiiiiii,indihome lagiiiiii,indihome kenapa lagiiiiii,1
142,1739,sudah tahun bulan menjadi pelanggan setia indihome pengalaman pribadi menggunakan indihome dari awal pasang hingga sekarang sangat puas pelayanan customere servicenya baik sampai ramah petugas dilapanganya cepat merespon cepat juga penangananya,9,positive,1,"sudah 2 thn 8 bln, menjadi pelanggan setia indihome, pengalaman pribadi menggunakan indihome dari awal pasang hingga skrg sangat puas, pelayanan customere servicenya baik &amp; ramah, petugas dilapanganya cepat merespon, cepat juga penangananya. @IndihomeJTD @IndiHomeCare @IndiHome",2023-04-01 03:13:41+00:00,Nia_mio,langgan setia indihome alam pribadi indihome pasang puas layan customere servicenya ramah tugas dilapanganya cepat merespon cepat penangananya,pelanggan setia indihome pengalaman pribadi indihome pasang puas pelayanan customere servicenya ramah petugas dilapanganya cepat merespon cepat penangananya,sudah tahun bulan menjadi pelanggan setia indihome pengalaman pribadi menggunakan indihome dari awal pasang hingga sekarang sangat puas pelayanan customere servicenya baik sampai ramah petugas dilapanganya cepat merespon cepat juga penangananya,1
143,1635,sinyal internet dari indihome stabil dan cepat terima kasih indihome,3,positive,1,"Sinyal internet dari IndiHome stabil dan cepat. Terima kasih, IndiHome!",2023-05-23 07:51:12+00:00,GoodnessInside8,sinyal internet indihome stabil cepat terima kasih indihome,sinyal internet indihome stabil cepat terima kasih indihome,sinyal internet dari indihome stabil dan cepat terima kasih indihome,1
144,1006,saatnya buka tv dan pesen jajanan online weekendnya iya sobat yuk bisa kok ber walau di rumah,4,positive,1,"Saatnya buka : @IndiHome TV dan pesen jajanan online.
Weekendnya, #dirumahaja ya sobat.
Yuk, bisa kok ber- #AktivitasTanpaBatas walau di rumah.
#InternetnyaIndonesia
#SumateraKayaKarya @MySumatera",2023-05-28 13:30:56+00:00,SaraSihiTe,buka tv sen jajan online weekendnya sobat yuk ber rumah,buka tv pesen jajanan online weekendnya sobat yuk ber rumah,saatnya buka tv dan pesen jajanan online weekendnya iya sobat yuk bisa kok ber walau di rumah,1
145,1777,kapan iya mau buka blokiran netflix nyaapa tidak kasian sama kita uda langganan tapi tidak puas,1,positive,1,kapan ya @IndiHome mau buka blokiran netflix nya...apa ga kasian ama kita uda langganan tp ngga puas :)))))),2023-04-30 15:00:23+00:00,betadinesachet,buka blokir netflix nyaapa kasi uda langgan puas,buka blokiran netflix nyaapa kasian uda langganan puas,kapan iya mau buka blokiran netflix nyaapa tidak kasian sama kita uda langganan tapi tidak puas,1
146,1446,tayanganmu ngrusak tv tok cok,0,positive,1,Tayanganmu ngrusak tv tok! Cok! @indihome @UseeTVcom,2023-05-28 21:23:48+00:00,rsydl23,tayang ngrusak tv tok cok,tayanganmu ngrusak tv tok cok,tayanganmu ngrusak tv tok cok,0
147,1447,woi mengapa ini bahkan gangguan champions tv,0,positive,1,Woi ngapa nih malah gangguan Champions TV 2 @IndiHome,2023-05-28 21:18:54+00:00,nickoalbert,woi ganggu champions tv,woi gangguan champions tv,woi mengapa ini bahkan gangguan champions tv,1
148,368,indihome kenapa lagiiiiii,0,positive,1,INDIHOME KNP LAGIIIIII @IndiHome,2023-06-09 14:46:42+00:00,CATSGI0,indihome lagiiiiii,indihome lagiiiiii,indihome kenapa lagiiiiii,1
149,278,ok terimakasih atas respons yang baik ini sudah dateng teknisinya dan sudah kembali normal untuk jaringan internetnya,9,positive,1,"@IndiHomeCare @IndiHome @Telkomsel @TelkomIndonesia @erickthohir @KemenBUMN ok terimakasih atas respons yg baik, ini sudah Dateng teknisinya dan sudah kembali normal untuk jaringan internetnya",2023-06-11 06:04:04+00:00,donut07115994,ok terimakasih respons dateng teknisi normal jaring internetnya,ok terimakasih respons dateng teknisinya normal jaringan internetnya,ok terimakasih atas respons yang baik ini sudah dateng teknisinya dan sudah kembali normal untuk jaringan internetnya,1
150,368,indihome kenapa lagiiiiii,0,positive,1,INDIHOME KNP LAGIIIIII @IndiHome,2023-06-09 14:46:42+00:00,CATSGI0,indihome lagiiiiii,indihome lagiiiiii,indihome kenapa lagiiiiii,1
151,31,kamu kenapa deh aneh banget internet kamu,1,positive,1,@IndiHome lo kenapa dah aneh bgt internet lo,2023-06-14 17:04:49+00:00,chicagoloverboy,deh aneh banget internet,deh aneh banget internet,kamu kenapa deh aneh banget internet kamu,1
152,775,apple tv+ diblok iya,0,positive,1,Apple TV+ diblok ya @IndiHome ?,2022-06-02 10:36:55+00:00,nrendiansyah,apple tv blok,apple tv+ diblok,apple tv+ diblok iya,0
153,819,jadi hari ini terakhir bisa nonton trans trans tv sama cnn di iya lamalama habis saluran tv lokalnya hahahaha,2,positive,1,"Jadi hari ini terakhir bisa nonton trans7, trans TV sama CNN di @IndiHome ya? Lama-lama abis saluran TV lokalnya hahahaha",2022-02-28 05:25:02+00:00,wira_triasmara,nonton trans trans tv cnn lamalama habis salur tv lokal hahahaha,nonton trans trans tv cnn lamalama habis saluran tv lokalnya hahahaha,jadi hari ini terakhir bisa nonton trans trans tv sama cnn di iya lamalama habis saluran tv lokalnya hahahaha,1
154,1442,ayo dong mas cepat dateng kerumah saya mau mau ngopi tauu ibu sama abang saya kan kasihan tidak bisa nonton tv elah,7,positive,1,ayo dong mas cpt dateng kerumah @IndiHome gw mau mau ngopi tauu nyokap sama abang gw kan kesian ga bisa nntn tv elah,2023-05-29 04:49:27+00:00,yeayitsmepitii,ayo mas cepat dateng rumah ngopi tauu abang kasihan nonton tv elah,ayo mas cepat dateng kerumah ngopi tauu abang kasihan nonton tv elah,ayo dong mas cepat dateng kerumah saya mau mau ngopi tauu ibu sama abang saya kan kasihan tidak bisa nonton tv elah,0
155,1541,halo apakah benar kalau paket internet mbps saja sudah ditutup dan digantikan dengan program baru internet mbps+telp+tv cable,0,positive,1,"Halo @IndiHome, apakah benar kalo paket internet 10 Mbps saja sudah ditutup dan digantikan dengan program baru internet 10 Mbps+telp+tv cable?",2023-01-17 03:05:53+00:00,imeragustin,halo paket internet mbps tutup ganti program internet mbps telp tv cable,halo paket internet mbps ditutup digantikan program internet mbps+telp+tv cable,halo apakah benar kalau paket internet mbps saja sudah ditutup dan digantikan dengan program baru internet mbps+telp+tv cable,0
156,407,woi dongo,0,positive,1,@IndiHome woi dongo,2023-06-08 22:41:57+00:00,flaaaaiiii,woi dongo,woi dongo,woi dongo,1
157,212,admin kalau mau nambah mbps bagaimana caranya,3,positive,1,@IndiHome min kalau mau nambah mbps gimana caranya,2023-06-12 12:17:12+00:00,ifa2301,admin nambah mbps,admin nambah mbps,admin kalau mau nambah mbps bagaimana caranya,0
158,1581,halo admin masih adakah paket internet + tv dual play,5,positive,1,Halo min @IndiHome masih adakah paket Internet + TV (dual play)?,2023-01-08 03:07:11+00:00,tweetbyirwan,halo admin ada paket internet tv dual play,halo admin adakah paket internet + tv dual play,halo admin masih adakah paket internet + tv dual play,1
159,928,ko tiba berbayar ini mau nonton bultang harus tambah paket lagi admin kemarin bisa ditonton usee tv deh,0,positive,1,Ko tiba2 berbayar ini mau nonton bultang harus tambah paket lagi min? Kmrn2 bisa ditonton Usee tv deh @IndiHome,2023-05-16 11:23:15+00:00,makkkidol,ko bayar nonton bultang paket admin kemarin tonton usee tv deh,ko berbayar nonton bultang paket admin kemarin ditonton usee tv deh,ko tiba berbayar ini mau nonton bultang harus tambah paket lagi admin kemarin bisa ditonton usee tv deh,1
160,1629,layanan pelanggan indihome sangat responsif dan membantu terima kasih,8,positive,1,Layanan pelanggan IndiHome sangat responsif dan membantu. Terima kasih!,2023-06-25 09:20:15+00:00,faisalabdalla,layan langgan indihome responsif bantu terima kasih,layanan pelanggan indihome responsif membantu terima kasih,layanan pelanggan indihome sangat responsif dan membantu terima kasih,1
161,718,admin kalau mau beli paket viu di tv indihome tapi nomornya beda bagaimana caranya iya,4,positive,1,Min klo mau beli paket viu di tv indihome tp nomornya beda gimana caranya ya? @IndiHome,2022-10-02 15:55:34+00:00,taraawn,admin beli paket viu tv indihome nomor beda,admin beli paket viu tv indihome nomornya beda,admin kalau mau beli paket viu di tv indihome tapi nomornya beda bagaimana caranya iya,1
162,645,hai kenapa hari ini layanan tv tidak ada gmbar sama sekali disemua channel dan suara berdecit baru minggu lalu lapor masa sekarang lapor lagi,10,positive,1,"Hi @IndiHomeCare @IndiHome knapa hari ini layanan tv tidak ada gmbar sama sekali disemua channel dan suara berdecit.. baru minggu lalu lapor, masa skrg lapor lagi..",2023-01-24 23:15:38+00:00,ncusarie,hai layan tv gmbar semua channel suara decit minggu lapor lapor,hai layanan tv gmbar disemua channel suara berdecit minggu lapor lapor,hai kenapa hari ini layanan tv tidak ada gmbar sama sekali disemua channel dan suara berdecit baru minggu lalu lapor masa sekarang lapor lagi,0
163,393,setuju sih awas saja kalau tiba tiba harga naik,2,positive,1,@badakutil @tanyarlfes @IndiHome @Telkomsel Setuju sih awas aja kalau tiba tiba harga naik,2023-06-09 07:02:59+00:00,vylattekofie,tuju sih awas harga,setuju sih awas harga,setuju sih awas saja kalau tiba tiba harga naik,1
164,1530,halo ini wifinya kenapa gk bisaaa saya mau nnton garaga dan taulany tv,2,positive,1,Halo @IndiHome ni wifinya knp gk bisaaa? Ak mau nnton garaga n taulany tv,2023-01-21 10:48:32+00:00,ditocndr,halo wifinya gk bisaaa nnton garaga taulany tv,halo wifinya gk bisaaa nnton garaga taulany tv,halo ini wifinya kenapa gk bisaaa saya mau nnton garaga dan taulany tv,1
165,1102,kenapa dngan kok mola tv susah nyambung muter bagaimana ini solusi solusi,3,positive,1,"Kenapa dngan @IndiHome kok mola tv susah nyambung, muter2 gimana ini @IndiHomeCare  solusi solusi…",2023-06-13 13:27:19+00:00,raden_dhonsant,dngan tv susah nyambung muter solusi solusi,dngan tv susah nyambung muter solusi solusi,kenapa dngan kok mola tv susah nyambung muter bagaimana ini solusi solusi,0
166,1055,liburan ini baiknya stay di rumah saja iya bikin cemilan terus atur posisi wenak trus putar deh indihome tv nya,4,positive,1,"Liburan ini baiknya stay di rumah aja ya.
Bikin cemilan terus atur posisi wenak trus putar deh Indihome TV nya...
@IndiHome #InternetnyaIndonesia @MySumatera #SumateraJagoDigital",2023-04-20 01:49:08+00:00,SaraSihiTe,libur baik stay rumah bikin cemilan atur posisi wenak trus putar deh indihome tv,liburan baiknya stay rumah bikin cemilan atur posisi wenak trus putar deh indihome tv,liburan ini baiknya stay di rumah saja iya bikin cemilan terus atur posisi wenak trus putar deh indihome tv nya,0
167,692,admin saya mau langganan paket vidio viva ke di tv indihome itu bagaimana iya soalnya saya gadapet kodenya,3,positive,1,"min saya mau langganan paket vidio viva 89k di tv indihome, itu gimana ya soalnya saya gadapet kodenya? @IndiHome @vidio",2022-11-22 11:33:13+00:00,akzuah,admin langgan paket vidio viva tv indihome gadapet kode,admin langganan paket vidio viva tv indihome gadapet kodenya,admin saya mau langganan paket vidio viva ke di tv indihome itu bagaimana iya soalnya saya gadapet kodenya,1
168,1779,indihome terimakasih iya saya puas sama pelayanan anda saya kalau bisa mau kasih bintang jaringan cepat super pelayanan ramah terimakasih sudah bersama selama setahun ini tetap semangat dan terus berkarya,34,positive,1,"indihome terimakasih ya, saya puas sama pelayanan anda, saya kalo bisa mau kasih bintang 10, jaringan cepat, super, pelayanan ramah, terimakasih sudah bersama selama setahun ini, tetap semangat dan terus berkarya @IndiHome",2023-04-25 09:14:14+00:00,shant_y,indihome terimakasih puas layan kasih bintang jaring cepat super layan ramah terimakasih tahun semangat karya,indihome terimakasih puas pelayanan kasih bintang jaringan cepat super pelayanan ramah terimakasih setahun semangat berkarya,indihome terimakasih iya saya puas sama pelayanan anda saya kalau bisa mau kasih bintang jaringan cepat super pelayanan ramah terimakasih sudah bersama selama setahun ini tetap semangat dan terus berkarya,0
169,447,wahh samaa dikosku juga,0,positive,1,"@broodmotherz @IndiHome @Telkomsel wahh samaa, dikosku juga",2023-06-08 10:27:34+00:00,stormbreaker_11,wahh samaa dikosku,wahh samaa dikosku,wahh samaa dikosku juga,1
